student_id,session_id,concept_name,pre_test_score,attempt_count,time_taken_seconds,error_type,error_pattern_score,post_test_correct_count,post_test_nearly_correct_count,post_test_wrong_count,post_test_clearly_wrong_count,post_test_score,future_success
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000012,Operators,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000013,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000014,Methods,1.0,2,105,SYNTAX_ERROR,0.8,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000015,Variables,1.0,5,255,TYPE_MISMATCH,0.833,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000016,Arrays,1.0,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000017,Variables,1.0,3,165,TYPE_MISMATCH,0.75,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000018,Operators,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000019,Loops,1.0,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000020,Operators,1.0,3,150,LOOP_CONDITION_ERROR,0.857,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000021,Loops,1.0,4,210,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000022,Arrays,1.0,8,585,TYPE_MISMATCH,0.516,10,0,0,0,1.0,0
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000023,Methods,1.0,10,600,TYPE_MISMATCH,0.645,10,0,0,0,1.0,0
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000024,Operators,1.0,3,165,TYPE_MISMATCH,0.75,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000025,Loops,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000026,Arrays,1.0,7,375,LOOP_CONDITION_ERROR,0.778,10,0,0,0,1.0,0
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000027,Methods,1.0,3,195,METHOD_CALL_ERROR,0.6,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000028,Variables,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000029,Arrays,1.0,5,330,TYPE_MISMATCH,0.588,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000030,Operators,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000031,Arrays,1.0,10,600,SYNTAX_ERROR,0.643,10,0,0,0,1.0,0
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000032,Methods,1.0,3,150,TYPE_MISMATCH,0.857,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000033,Operators,1.0,10,480,METHOD_CALL_ERROR,0.933,10,0,0,0,1.0,0
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000034,Methods,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000035,Loops,1.0,10,540,METHOD_CALL_ERROR,0.833,10,0,0,0,1.0,0
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000036,Methods,1.0,10,600,METHOD_CALL_ERROR,0.625,10,0,0,0,1.0,0
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000037,Operators,1.0,2,135,SYNTAX_ERROR,0.571,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000038,Loops,1.0,7,315,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000039,Arrays,1.0,10,600,SYNTAX_ERROR,0.417,10,0,0,0,1.0,0
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000040,Operators,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000041,Operators,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000042,Loops,1.0,3,225,SYNTAX_ERROR,0.5,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000043,Methods,1.0,5,270,TYPE_MISMATCH,0.769,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000044,Variables,1.0,4,195,LOOP_CONDITION_ERROR,0.889,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000045,Operators,1.0,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000046,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000047,Arrays,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000048,Variables,1.0,5,240,TYPE_MISMATCH,0.909,10,0,0,0,1.0,1
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,SES000049,Arrays,1.0,2,150,SYNTAX_ERROR,0.5,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000050,Operators,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000051,Arrays,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000052,Variables,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000053,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000054,Arrays,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000055,Loops,1.0,3,150,TYPE_MISMATCH,0.857,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000056,Arrays,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000057,Methods,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000058,Variables,1.0,4,240,SYNTAX_ERROR,0.667,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000059,Operators,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000060,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000061,Variables,1.0,5,240,METHOD_CALL_ERROR,0.909,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000062,Operators,1.0,3,135,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000063,Loops,1.0,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000064,Methods,1.0,5,240,TYPE_MISMATCH,0.909,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000065,Variables,1.0,3,135,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000066,Arrays,1.0,3,135,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000067,Variables,1.0,10,510,SYNTAX_ERROR,0.857,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000068,Operators,1.0,10,465,SYNTAX_ERROR,0.968,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000069,Loops,1.0,6,285,TYPE_MISMATCH,0.923,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000070,Operators,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000071,Loops,1.0,10,600,SYNTAX_ERROR,0.806,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000072,Arrays,1.0,10,585,SYNTAX_ERROR,0.727,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000073,Methods,1.0,10,600,SYNTAX_ERROR,0.712,7,1,2,0,0.714,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000074,Operators,0.988,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000075,Loops,0.989,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000076,Arrays,0.989,10,600,SYNTAX_ERROR,0.783,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000077,Methods,0.989,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000078,Variables,0.99,9,480,TYPE_MISMATCH,0.783,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000079,Arrays,0.99,5,300,SYNTAX_ERROR,0.667,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000080,Operators,0.99,3,165,METHOD_CALL_ERROR,0.75,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000081,Arrays,0.991,3,150,INDEX_ERROR,0.857,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000082,Methods,0.991,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000083,Operators,0.991,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000084,Methods,0.992,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000085,Loops,0.992,4,225,SYNTAX_ERROR,0.727,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000086,Methods,0.992,5,255,METHOD_CALL_ERROR,0.833,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000087,Operators,0.992,10,480,SYNTAX_ERROR,0.909,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000088,Loops,0.992,10,525,TYPE_MISMATCH,0.915,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000089,Arrays,0.993,9,465,SYNTAX_ERROR,0.818,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000090,Operators,0.993,7,345,TYPE_MISMATCH,0.875,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000091,Operators,0.993,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000092,Loops,0.993,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000093,Methods,0.993,6,285,SYNTAX_ERROR,0.923,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000094,Variables,0.993,10,555,SYNTAX_ERROR,0.774,10,0,0,0,1.0,0
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000095,Operators,0.994,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000096,Loops,0.994,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000097,Arrays,0.994,3,135,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000098,Variables,0.994,5,240,TYPE_MISMATCH,0.909,10,0,0,0,1.0,1
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,SES000099,Arrays,0.994,6,360,SYNTAX_ERROR,0.667,10,0,0,0,1.0,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000100,Operators,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000101,Arrays,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000102,Variables,1.0,4,210,METHOD_CALL_ERROR,0.8,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000103,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000104,Arrays,1.0,9,480,METHOD_CALL_ERROR,0.783,10,0,0,0,1.0,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000105,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000106,Arrays,1.0,4,210,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000107,Methods,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000108,Variables,1.0,5,225,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000109,Operators,1.0,3,165,TYPE_MISMATCH,0.75,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000110,Loops,1.0,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000111,Variables,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000112,Operators,1.0,4,300,TYPE_MISMATCH,0.5,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000113,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000114,Methods,1.0,4,180,UNKNOWN_ERROR,1.0,9,0,1,0,0.909,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000115,Variables,0.994,6,285,TYPE_MISMATCH,0.923,8,1,1,0,0.762,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000116,Variables,0.979,4,225,SYNTAX_ERROR,0.727,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000117,Operators,0.981,10,510,SYNTAX_ERROR,0.882,8,1,1,0,0.76,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000118,Loops,0.968,4,210,TYPE_MISMATCH,0.8,4,2,4,0,0.4,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000119,Variables,0.938,5,270,TYPE_MISMATCH,0.769,5,2,3,0,0.462,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000120,Operators,0.915,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000121,Arrays,0.919,10,600,TYPE_MISMATCH,0.565,6,1,2,1,0.625,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000122,Methods,0.905,8,435,LOOP_CONDITION_ERROR,0.762,10,0,0,0,1.0,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000123,Operators,0.909,1,45,UNKNOWN_ERROR,1.0,6,2,2,0,0.556,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000124,Methods,0.895,6,345,TYPE_MISMATCH,0.706,10,0,0,0,1.0,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000125,Loops,0.899,10,525,TYPE_MISMATCH,0.884,8,1,1,0,0.8,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000126,Methods,0.895,10,600,METHOD_CALL_ERROR,0.339,10,0,0,0,1.0,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000127,Operators,0.899,10,450,UNKNOWN_ERROR,1.0,6,2,2,0,0.562,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000128,Loops,0.887,3,165,SYNTAX_ERROR,0.75,7,1,2,0,0.727,1
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000129,Arrays,0.881,6,450,TYPE_MISMATCH,0.5,7,1,1,1,0.684,0
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,SES000130,Variables,0.875,3,165,TYPE_MISMATCH,0.75,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000131,Operators,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000132,Arrays,1.0,10,585,METHOD_CALL_ERROR,0.757,10,0,0,0,1.0,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000133,Variables,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000134,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000135,Arrays,1.0,3,135,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000136,Loops,1.0,4,180,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000137,Arrays,1.0,4,180,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000138,Methods,1.0,10,600,SYNTAX_ERROR,0.792,10,0,0,0,1.0,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000139,Variables,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000140,Operators,1.0,2,105,TYPE_MISMATCH,0.8,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000141,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000142,Variables,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000143,Operators,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000144,Loops,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000145,Methods,1.0,8,435,METHOD_CALL_ERROR,0.762,10,0,0,0,1.0,0
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000146,Variables,1.0,7,315,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000147,Arrays,1.0,1,45,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
03000c72d4dd6a4be44ffc175dec5d9a15a83a2f8073b08b27be1fb7638cc466,SES000148,Variables,1.0,2,90,UNKNOWN_ERROR,1.0,10,0,0,0,1.0,1
